AutoInc, Location-zipcode, Location-state, Location-city, Location-areacode, Location-prefix, Location-extension, Location-street, Name-First, Name-Last, Name-Gender,
898.0, 46240, Indiana, Indianapolis, 317, 424, 3279, 48 LINCOLN, PORTER, Nelson, Male,
899.0, 95355, California, Modesto, 209, 551, 7764, 37 PICO, VELVA, Sanders, Female,
900.0, 11420, New York, South Ozone Park, 718, 843, 1175, 53 114TH, SARAH, Garcia, Female,
901.0, 53227, Wisconsin, West Allis, 262, 667, 5225, 141 OKLAHOMA, RAYMOND, Schaffer, Male,
902.0, 73542, Oklahoma, Frederick, 580, 335, 4828, 5 PAUL TIBBETS, CRUZ, Barajas, Male,
903.0, 94103, California, San Francisco, 415, 522, 8774, 152 DUBOCE, JESSE, Jones, Female,
904.0, 27028, North Carolina, Mocksville, 336, 492, 2421, 8 DUTCHMAN, PETER, Bowley, Male,
905.0, 35401, Alabama, MOUNDVILLE, 205, 345, 4862, 125 LENORA, JANICE, Goodwin, Female,
906.0, 99202, Washington, Spokane, 208, 305, 6538, 159 HAVEN, LATIA, Horton, Female,
907.0, 05822, Vermont, BARTON, 802, 525, 9360, 3 REDFIELD, DONNA, Brass, Female,
908.0, 40601, Kentucky, Frankfort, 502, 611, 5563, 0 OJIBWA, CALVIN, Lyman, Male,
909.0, 13440, New York, ROME, 315, 338, 6941, 2 COLUMBUS, CLAIRE, Wallace, Female,
910.0, 33410, Florida, West Palm Beach, 561, 767, 2837, 45 ELM, JIMMY, Bowers, Male,
911.0, 28144, North Carolina, Salisbury, 704, 639, 3379, 48 LUCERNE, CHRISTOPHER, Goss, Male,
912.0, 02719, Massachusetts, Fairhaven, 781, 588, 0309, 1 WILDING, DIANNE, Patton, Female,
913.0, 43205, Ohio, COLUMBUS, 614, 258, 5070, 19 WALTON, TERRY, Sisco, Female,
914.0, 37771, Tennessee, LENOIR CITY, 865, 986, 1685, 21 EBLEN, MICHAEL, Lively, Male,
915.0, 29918, South Carolina, Estill, 803, 625, 2267, 42 WILCOX, EDWARD, Wilton, Male,
916.0, 78666, Texas, SAN MARCOS, 512, 353, 2142, 5 CHAPARRAL, TIM, Iverson, Male,
917.0, 48706, Michigan, Bay City, 989, 671, 2722, 64 ALTADENA, SUSAN, Ward, Female,
918.0, 83201, Idaho, POCATELLO, 208, 242, 1281, 21 FORDHAM, ELAINE, Galaz, Female,
919.0, 70129, Louisiana, LAKE CATHERINE, 504, 253, 9195, 53 MAYN, NORMA, Antonio, Female,
920.0, 84627, Utah, Ephraim, 435, 283, 2140, 7 SUNNY BENCH, MAIRA, Childress, Female,
921.0, 39095, Mississippi, Lexington, 662, 203, 1934, 17 MALLORY, BARBARA, Bevins, Female,
922.0, 11368, New York, Corona, 718, 592, 3207, 1304 60TH, HAZEL, Carson, Female,
923.0, 35020, Alabama, Bessemer, 205, 424, 6679, 82 DIVISION, KEVIN, Miller, Male,
924.0, 71901, Arkansas, CRYSTAL SPRINGS, 501, 262, 2970, 9 LAMOTT, HOWARD, Lowry, Male,
925.0, 06515, Connecticut, WESTVILLE, 203, 392, 4294, 53 BROOKSIDE, ANNA, Powell, Female,
926.0, 49286, Michigan, Tecumseh, 517, 424, 0507, 2 RED OAK, RAYMOND, Escamilla, Male,
927.0, 77984, Texas, SHINER, 361, 594, 0587, 19 BOZKA, JASON, Mcmillin, Male,
928.0, 44691, Ohio, Wooster, 234, 595, 4169, 58 MCNUTT, NICOLAS, Robinson, Male,
929.0, 77515, Texas, ANGLETON, 979, 549, 1280, 3 COUNTY ROAD 698A, PARKER, Davis, Male,
930.0, 92277, California, Twentynine Palms, 760, 368, 1453, 29 COLAW, SHIRLEY, Combs, Female,
931.0, 46573, Indiana, WYATT, 574, 633, 0073, 2 ELKHART, LINO, Nelson, Male,
932.0, 49509, Michigan, WYOMING, 269, 492, 4940, 58 WASHERED, CHARLES, Landy, Male,
933.0, 98036, Washington, Lynnwood, 425, 431, 4126, 67 241ST, NANCY, Becnel, Female,
934.0, 71801, Arkansas, BODCAW, 870, 722, 5050, 42 12TH, PATRICIA, Baird, Female,
935.0, 04046, Maine, KENNEBUNKPORT, 207, 967, 9316, 6 WOODLAWN, ANDREW, Paredes, Male,
936.0, 38068, Tennessee, SOMERVILLE, 901, 465, 3956, 0 WESTMINISTER, CARRIE, Jones, Female,
937.0, 48353, Michigan, HARTLAND, 810, 632, 7723, 5 MONTGOMERY, ANNETTE, Wooten, Female,
938.0, 44311, Ohio, Akron, 330, 775, 6765, 44 PAUL WILLIAMS, CLARENCE, Kruse, Male,
939.0, 35004, Alabama, LEEDS, 205, 640, 2329, 0 CARL MORGAN, SARITA, Saephan, Female,
940.0, 49442, Michigan, WOLF LAKE (MUSKEGON), 231, 773, 4975, 53 WHISPERING OAKS, BETTIE, Rogers, Female,
941.0, 87505, New Mexico, SANTA FE, 505, 466, 0970, 34 CHELSEA, ERWIN, Dahlgren, Male,
942.0, 46160, Indiana, MORGANTOWN, 812, 597, 3924, 31 RICHARTS, THOMAS, Torres, Male,
943.0, 30523, Georgia, CLARKESVILLE, 706, 490, 9720, 6 KENNESAW, CHERYL, Dozier, Female,
944.0, 07882, New Jersey, PORT MURRAY-WARREN, 908, 619, 3145, 7 FORCES HILL, GARY, Hann, Male,
945.0, 93901, California, SALINAS, 805, 780, 3082, 123 WILGART, IDA, Wyatt, Female,
946.0, 21042, Maryland, Ellicott City, 410, 461, 4340, 28 WHITEHALL, ELISA, Nickle, Female,
947.0, 40475, Kentucky, Richmond, 859, 624, 7262, 32 WINDY OAKS, CHARLES, Lussier, Male,
948.0, 31775, Georgia, OMEGA, 229, 223, 9454, 7 HARDY, HUONG, Blank, Female,
949.0, 92069, California, SAN MARCOS, 760, 599, 7489, 35 RR 1, GEORGE, Hernandez, Male,
950.0, 94545, California, Hayward, 510, 259, 9633, 82 STARBOARD, MARK, Church, Male,
951.0, 82070, Wyoming, LARAMIE, 307, 721, 9109, 32 DALLES, JOY, Runge, Female,
952.0, 01862, Massachusetts, North Billerica, 617, 285, 8402, 23 LAURIE ANN, ISABELL, Newman, Female,
953.0, 44266, Ohio, RAVENNA, 330, 297, 4925, 69 WILLOW BROOK, CHANCE, Davis, Male,
954.0, 28358, North Carolina, LUMBERTON, 910, 608, 1262, 25 HANOVER, SON, Davison, Male,
955.0, 92064, California, Poway, 858, 513, 6488, 51 SILVER LAKE, WALTER, Carroll, Male,
956.0, 49508, Michigan, Grand Rapids, 269, 335, 3689, 81 SUNNYLANE, MARIA, Bryson, Female,
957.0, 85259, Arizona, SCOTTSDALE, 480, 860, 6600, 117 114TH, LILLIAN, Mullins, Female,
958.0, 48219, Michigan, Detroit, 248, 271, 6346, 477 DOLPHIN, DANIEL, Rayburn, Male,
959.0, 55912, Minnesota, Austin, 507, 279, 1992, 90 582ND, MARTIN, Adams, Male,
960.0, 48322, Michigan, West Bloomfield, 248, 851, 7712, 46 CORNERS, BERNICE, Wagner, Female,
961.0, 78660, Texas, AUSTIN, 512, 989, 1739, 29 SAGE, MARTIN, Coons, Male,
962.0, 89030, Nevada, LAS VEGAS, 702, 505, 7804, 141 LINCOLN, MARY, Flores, Female,
963.0, 08244, New Jersey, SOMERS POINT, 609, 926, 6688, 66 HARNED, DAVID, Kowal, Male,
964.0, 62301, Illinois, QUINCY, 217, 316, 9661, 103 18TH, DEWAYNE, Phelps, Male,
965.0, 60411, Illinois, CHICAGO HEIGHTS, 708, 754, 5574, 78 JOYCE, JASON, Walden, Male,
966.0, 98377, Washington, RANDLE, 360, 497, 5394, 12 WOODS, KEVEN, Brown, Male,
967.0, 42754, Kentucky, Leitchfield, 270, 230, 1148, 8 OAK, WILLIAM, Norris, Male,
968.0, 95630, California, FOLSOM, 916, 357, 9890, 9 JOSEPH, MARION, Hart, Female,
969.0, 19010, Pennsylvania, Bryn Mawr, 610, 527, 7472, 57 BROOKWOOD, ANTHONY, Tally, Male,
970.0, 65626, Missouri, CAULFIELD, 417, 284, 9578, 13 COUNTY ROAD 7390, PAMELA, Salazar, Female,
971.0, 43130, Ohio, LANCASTER, 740, 653, 9124, 56 DECLARATION, ELSIE, Rufus, Female,
972.0, 90631, California, La Habra, 562, 266, 2498, 68 KIRKWOOD, FRANCES, Colon, Female,
973.0, 76050, Texas, GRANDVIEW, 817, 866, 9363, 13 RR 3, PAULA, Alston, Female,
974.0, 08733, New Jersey, LAKEHURST, 732, 323, 6767, 25 MYRTLE, NORMAN, Salisbury, Male,
975.0, 72335, Arkansas, BRINKLEY, 870, 494, 3211, 6 KITTLE, EARL, Menke, Male,
976.0, 11756, New York, LEVITTOWN, 516, 891, 2277, 44 SHERWOOD, SANDRA, Pratt, Female,
977.0, 44118, Ohio, Cleveland Heights, 216, 371, 2374, 64 CEDARBROOK, MARIA, Lange, Female,
978.0, 19801, Delaware, Wilmington, 302, 652, 6315, 63 INDUSTRIAL, DOLORES, Waggoner, Female,
979.0, 63670, Missouri, Ste Genevieve, 573, 883, 2190, 31 MOREAU, KACIE, Brito, Female,
980.0, 90740, California, Seal Beach, 562, 430, 7348, 28 CARNATION, LUKE, Dunbar, Male,
981.0, 55052, Minnesota, MORRISTOWN, 507, 685, 6027, 21 FARWELL, VIOLA, Choi, Female,
982.0, 23504, Virginia, Norfolk, 703, 855, 5217, 3 CLAIBORNE, RAYMOND, French, Male,
983.0, 90024, California, Los Angeles, 310, 206, 0224, 255 MANNING, THERESA, Atkins, Female,
984.0, 76258, Texas, Pilot Point, 940, 686, 2432, 22 HICKORY, WILLIAM, Hardy, Male,
985.0, 37919, Tennessee, Knoxville, 865, 222, 2844, 4 FLANDERS, RAYNA, Johnson, Female,
986.0, 95765, California, Rocklin, 916, 408, 6463, 8 COVERED WAGON, MICHAEL, Doan, Male,
987.0, 98408, Washington, Tacoma, 253, 606, 7526, 8 68TH, JESSICA, Urquhart, Female,
988.0, 54409, Wisconsin, Antigo, 715, 623, 2105, 54 RANCH, RAYMOND, Crose, Male,
989.0, 45869, Ohio, NEW BREMEN, 419, 629, 9879, 49 PLATTNER, ANIBAL, Jordan, Male,
990.0, 10956, New York, NEW CITY, 845, 639, 7046, 51 BALDWIN, PEGGY, Mahler, Female,
991.0, 95817, California, Sacramento, 916, 494, 6497, 44 56TH, HERBERT, Turner, Male,
992.0, 46236, Indiana, OAKLANDON, 317, 823, 3610, 5 GUY, MICHELLE, Cyrus, Female,
993.0, 55105, Minnesota, Saint Paul, 651, 690, 4539, 4 MISSISSIPPI RIVER, EMMITT, Utter, Male,
994.0, 17222, Pennsylvania, FAYETTEVILLE, 717, 352, 6137, 22 LEHMAN, JASON, Foor, Male,
995.0, 06460, Connecticut, MILFORD, 203, 878, 0933, 6 ASHBURN, DAWN, Smith, Female,
996.0, 19007, Pennsylvania, Bristol, 215, 785, 6374, 36 WESTMONT, CHRISTINA, Rosen, Female,
997.0, 76086, Texas, Weatherford, 817, 384, 2692, 41 WOOD, JERALD, Cotton, Male,
998.0, 18974, Pennsylvania, Warminster, 215, 384, 8988, 48 JUNIPER, SHAWN, Condron, Male,
999.0, 02703, Massachusetts, ATTLEBORO, 508, 222, 8648, 49 PRIDEMARK, KENNETH, Andrews, Male,
1000.0, 77511, Texas, ALVIN, 281, 581, 3611, 9 WARPATH, RONALD, Cox, Male,
1001.0, 45692, Ohio, Wellston, 740, 384, 1862, 15 SCOTT HORN, FRED, Darnell, Male,
1002.0, 98031, Washington, KENT, 253, 850, 9923, 134 201ST, CASSANDRA, Mendoza, Female,
1003.0, 07601, New Jersey, HACKENSACK, 201, 530, 3778, 166 CLAY, CANDACE, Figueroa, Female,
1004.0, 60012, Illinois, CRYSTAL LAKE, 815, 479, 4533, 2 WALKUP, PATSY, Ball, Female,
1005.0, 94063, California, Redwood City, 415, 659, 0415, 185 PAREENDO, KATHRYN, Marrero, Female,
1006.0, 94112, California, San Francisco, 415, 333, 3916, 173 ORIZABA, JACOB, Fuller, Male,
1007.0, 08540, New Jersey, PRINCETON, 609, 430, 5160, 20 PHEASANT HILL, TRAVIS, Johnson, Male,
1008.0, 46804, Indiana, Fort Wayne, 260, 459, 4710, 5 HUNTERS, APRIL, Smith, Female,
1009.0, 64134, Missouri, Kansas City, 816, 316, 8888, 167 115TH, THOMAS, Jahnke, Male,
1010.0, 79927, Texas, El Paso, 915, 841, 2850, 50 PAGE, ROBERT, Pryor, Male,
1011.0, 55118, Minnesota, WEST ST PAUL, 651, 306, 3814, 48 CRESTWAY, ALLIE, Horner, Female,
1012.0, 46074, Indiana, Westfield, 317, 867, 0844, 14 KENNARD, BILL, Palomino, Male,
1013.0, 49417, Michigan, GRAND HAVEN, 616, 296, 5805, 6 PINERIDGE, ANGELA, Brenner, Female,
1014.0, 93004, California, Ventura, 805, 647, 9748, 32 JUNE, CLARA, Eskridge, Female,
1015.0, 61008, Illinois, Belvidere, 815, 544, 6764, 46 KING, JUSTIN, Collins, Male,
1016.0, 36608, Alabama, MOBILE, 251, 631, 7919, 31 FOREST WOOD, EDNA, Torres, Female,
1017.0, 46580, Indiana, COLUMBIA CITY, 260, 396, 1214, 42 TRAIL RIDGE, HELEN, Robinson, Female,
1018.0, 04862, Maine, UNION, 207, 785, 7648, 5 CRAWFORDSBURN, LLOYD, Zirkle, Male,
1019.0, 60953, Illinois, STOCKLAND, 815, 682, 7231, 20 GROVE, BRIAN, Dilley, Male,
1020.0, 48104, Michigan, ANN ARBOR, 734, 330, 7999, 19 OVERRIDGE, JANICE, Liu, Female,
1021.0, 55112, Minnesota, NEW BRIGHTON, 651, 634, 8376, 116 MOUNDS, LUCILLE, Robinson, Female,
1022.0, 58577, North Dakota, WASHBURN, 701, 462, 1403, 22 5TH, GEORGIA, Ivory, Female,
1023.0, 48182, Michigan, Temperance, 734, 723, 5583, 9 BURNINGBUSH, ELIZABETH, Moreno, Female,
1024.0, 30058, Georgia, PANOLA, 678, 418, 5074, 21 DWAYNE, MARIA, Stthomas, Female,
1025.0, 36830, Alabama, Auburn, 334, 321, 7364, 24 BRAGG, CAROLYN, Mcclain, Female,
1026.0, 27513, North Carolina, CARY, 919, 652, 2118, 0 GROVE HALL, ANDREA, Duran, Female,
1027.0, 16063, Pennsylvania, Zelienople, 724, 452, 4217, 9 GUDEKUNST, ANNA, Lind, Female,
1028.0, 17042, Pennsylvania, LEBANON, 717, 279, 1116, 0 AUBURN, JERRY, Cantwell, Male,
1029.0, 46151, Indiana, MARTINSVILLE, 765, 342, 7307, 23 HILLSIDE, JOHN, Smith, Male,
1030.0, 70811, Louisiana, BATON ROUGE, 225, 261, 3707, 66 OAK FERN, DAVID, Mitchell, Male,
1031.0, 27371, North Carolina, Troy, 910, 571, 6954, 16 J AND V, PATTY, Brower, Female,
1032.0, 31750, Georgia, FITZGERALD, 229, 409, 5967, 16 LORAINE, OSCAR, Stover, Male,
1033.0, 63114, Missouri, Saint Louis, 314, 423, 6510, 52 POMONA, JOEL, Botts, Male,
1034.0, 78620, Texas, DRIPPING SPRINGS, 512, 858, 0506, 2 FARRELL, RONALD, Smith, Male,
1035.0, 14150, New York, TONAWANDA, 716, 693, 4027, 77 KEATS, PHYLLIS, Strickland, Female,
1036.0, 63050, Missouri, WARE, 636, 627, 8708, 19 LETA, LINDA, Sanchez, Female,
1037.0, 98390, Washington, Bonney Lake, 253, 826, 3699, 110 GOLF LINKS, MARY, Hubbard, Female,
1038.0, 53581, Wisconsin, ITHACA, 608, 383, 3022, 14 SLEEPY HOLLOW, SUSAN, Banks, Female,
1039.0, 02048, Massachusetts, MANSFIELD, 774, 259, 1098, 1 CLINTON, KALA, Kearney, Female,
1040.0, 77084, Texas, HOUSTON, 281, 463, 5532, 46 ALDEN, GEORGE, Garcia, Male,
1041.0, 75235, Texas, Dallas, 254, 379, 1304, 6 FRITO LAY TOWERS, DAVID, Matamoros, Male,
1042.0, 14225, New York, CHEEKTOWAGA, 716, 608, 6572, 68 GILMORE, LEAH, Ryan, Female,
1043.0, 60441, Illinois, ROMEOVILLE, 708, 301, 2418, 23 WILKER, MICHELLE, Carl, Female,
1044.0, 76067, Texas, Mineral Wells, 940, 327, 5379, 45 GILL, KYLE, Blair, Male,
1045.0, 43512, Ohio, ARTHUR, 419, 916, 2405, 33 RULF, JAMIE, Castillo, Male,
1046.0, 52637, Iowa, MEDIAPOLIS, 319, 252, 2356, 23 HIGHWAY 99, RANDY, Mccabe, Male,
1047.0, 28677, North Carolina, Statesville, 704, 876, 1282, 16 CEDAR HILL, CARL, Phillips, Male,
1048.0, 92407, California, Muscoy, 909, 473, 9471, 80 MOUNTAIN, JOYCE, Gleason, Female,
1049.0, 84119, Utah, West Valley City, 385, 234, 9955, 31 HALL, RICHARD, Matthews, Male,
1050.0, 73010, Oklahoma, BLANCHARD, 405, 485, 1932, 12 COUNTY ROAD 1244, JEROME, Mcfall, Male,
1051.0, 78155, Texas, Seguin, 830, 372, 2638, 29 AVENUE B, STEVEN, Levine, Male,
1052.0, 98168, Washington, Burien, 360, 655, 1971, 129 131ST, JESSICA, Kalman, Female,
1053.0, 21740, Maryland, Hagerstown, 240, 520, 9464, 38 MCGREGOR, CHRISTIAN, Spaulding, Male,
1054.0, 75219, Texas, Dallas, 214, 522, 2099, 286 VANDELIA, DENISE, Bouchard, Female,
1055.0, 35016, Alabama, MORGAN CITY, 251, 949, 8075, 26 LAKE VIEW, ARTHUR, Brown, Male,
1056.0, 94306, California, Palo Alto, 650, 856, 4821, 62 SILVA, ANITA, Bergeron, Female,
1057.0, 60002, Illinois, ANTIOCH, 262, 396, 9019, 3 MORLEY, ANNIE, Gray, Female,
1058.0, 77036, Texas, Houston, 713, 395, 7182, 248 TANGLEWILDE, EDWARD, Reid, Male,
1059.0, 54311, Wisconsin, GREEN BAY, 920, 883, 2287, 37 TUNIS, CHARLOTTE, Campisi, Female,
1060.0, 24151, Virginia, ROCKY MOUNT, 276, 226, 3024, 25 VIEW, ROBERT, Curtis, Male,
1061.0, 52722, Iowa, BETTENDORF, 319, 534, 4780, 32 ROBESON, CECELIA, Flynn, Female,
1062.0, 28677, North Carolina, Statesville, 704, 881, 2404, 24 TOWER, GEORGIA, Scott, Female,
1063.0, 84119, Utah, West Valley City, 385, 234, 8570, 5 BURREY, MATT, Almodovar, Male,
1064.0, 33404, Florida, West Palm Beach, 561, 848, 3308, 54 ENTERPRISE, CHESTER, Ladd, Male,
1065.0, 49078, Michigan, OTSEGO, 269, 692, 4686, 4 ELEY, AMBER, Sain, Female,
1066.0, 61938, Illinois, Mattoon, 217, 956, 0350, 13 PROFESSIONAL, CHANG, Brown, Female,
1067.0, 55068, Minnesota, Rosemount, 651, 322, 2425, 51 DEARBORN, MIKE, Jennings, Male,
1068.0, 60085, Illinois, WAUKEGAN, 847, 244, 2419, 62 ROLLO, DOUGLAS, Barnes, Male,
1069.0, 97402, Oregon, Eugene, 541, 223, 0250, 31 EYRIE, REBECCA, Gil, Female,
1070.0, 15531, Pennsylvania, Boswell, 814, 629, 7646, 15 SOMERSET, SUE, Smith, Female,
1071.0, 27030, North Carolina, LEVEL CROSS, 336, 783, 1193, 13 KITTY HAWK, WILLIAM, Taylor, Male,
1072.0, 92223, California, Beaumont, 951, 845, 8455, 16 BEDFORD, HUGO, Rudd, Male,
1073.0, 78028, Texas, KERRVILLE, 830, 649, 6950, 4 WILLIAMS, INGRID, West, Female,
1074.0, 53545, Wisconsin, Janesville, 608, 371, 7610, 59 NAVAJO, RON, Adamson, Male,
1075.0, 29150, South Carolina, SUMTER, 803, 495, 5954, 3 WATEROAK, LANCE, Smith, Male,
1076.0, 44512, Ohio, Youngstown, 234, 517, 2092, 70 GLENDALE, MICHAEL, Hixon, Male,
1077.0, 64131, Missouri, Kansas City, 816, 672, 9334, 121 68TH, KARI, Strauch, Female,
1078.0, 37172, Tennessee, Springfield, 615, 212, 8924, 15 BRACEY, DICK, Covington, Male,
1079.0, 49017, Michigan, BATTLE CREEK, 269, 964, 4065, 40 BRIARS FARM, CONNIE, Gomez, Female,
1080.0, 78840, Texas, Del Rio, 830, 703, 6697, 14 PRAIRIE FLOWER, MICHAEL, Carlson, Male,
1081.0, 90280, California, South Gate, 323, 563, 7324, 226 ALDRICH, BETTY, Mayhall, Female,
1082.0, 75149, Texas, Mesquite, 214, 664, 0252, 48 GRUBB, WILLIAM, Loftin, Male,
1083.0, 72638, Arkansas, GREEN FOREST, 870, 438, 1856, 9 MEADOW, MARY, Higgs, Female,
1084.0, 59101, Montana, BILLINGS, 406, 920, 3464, 29 WILDCAT, RICHARD, Durham, Male,
1085.0, 93561, California, TEHACHAPI, 661, 821, 4866, 19 HC 50, REBECCA, Lopez, Female,
1086.0, 71602, Arkansas, Pine Bluff, 870, 267, 4592, 4 SOUTH, ELIZABETH, Baggett, Female,
1087.0, 38655, Mississippi, OXFORD, 662, 259, 0446, 0 SAINT ANDREWS, TIMMY, Alvarez, Male,
1088.0, 70503, Louisiana, Lafayette, 337, 293, 8172, 0 ARLETTE, AMANDA, Rost, Female,
1089.0, 47432, Indiana, FRENCH LICK, 812, 936, 4301, 18 BELLVIEU, VIRGINIA, Smoak, Female,
1090.0, 30824, Georgia, Thomson, 706, 595, 3260, 25 AUTUMN RIDGE, NORMA, Perry, Female,
1091.0, 21244, Maryland, Windsor Mill, 410, 207, 5880, 43 BIG BUCK, CHRISTINE, Klaus, Female,
1092.0, 17870, Pennsylvania, Selinsgrove, 570, 743, 6108, 1 GAUGLER, ALVIN, Ziemer, Male,
1093.0, 53597, Wisconsin, Waunakee, 608, 850, 9150, 12 NEWMARKET, TONI, Williams, Female,
1094.0, 38053, Tennessee, Millington, 901, 874, 0460, 39 WHIPPOORWILL, SHARON, Carter, Female,
1095.0, 31410, Georgia, Savannah, 912, 897, 3826, 41 CLIPPER, PATSY, Cain, Female,
1096.0, 72761, Arkansas, Siloam Springs, 479, 524, 9562, 1 BRYANT, DALE, Pettiford, Female,
1097.0, 15401, Pennsylvania, UNIONTOWN-FAYETTE, 724, 437, 4460, 45 NEWMAN, KENT, Espinoza, Male,
1098.0, 60440, Illinois, BOLINGBROOK, 630, 226, 3351, 16 SAVANNAH, ALLAN, Gutierrez, Male,
1099.0, 79763, Texas, ODESSA, 432, 381, 4855, 62 COAHUILA, RICHARD, Lloyd, Male,
1100.0, 85233, Arizona, Gilbert, 480, 284, 4627, 60 PORT, CHARLES, Reed, Male,
1101.0, 55354, Minnesota, LESTER PRAIRIE, 320, 395, 8706, 19 OAK, BEVERLY, Hansen, Female,
1102.0, 70062, Louisiana, Kenner, 225, 623, 4221, 81 14TH, MAURICE, Hemphill, Male,
1103.0, 94086, California, SUNNYVALE, 408, 765, 4988, 16 ACACIA, ADA, Smith, Female,
1104.0, 62321, Illinois, Carthage, 217, 219, 7771, 8 AUGUSTA, JOSEPH, Scott, Male,
1105.0, 58102, North Dakota, Fargo, 218, 227, 5956, 205 REED, CONNIE, Anderson, Female,
1106.0, 67062, Kansas, HESSTON, 620, 327, 4578, 1 EMMA CREEK, JASON, Waggoner, Male,
1107.0, 48104, Michigan, ANN ARBOR, 734, 622, 5491, 86 HICKORY, DENISE, Morita, Female,
1108.0, 11501, New York, Mineola, 516, 739, 1598, 109 6TH, MIGUEL, Sanders, Male,
1109.0, 60563, Illinois, NAPERVILLE, 630, 245, 0473, 39 ANDOVER, JOSEPH, Martinez, Male,
1110.0, 08853, New Jersey, NESHANIC, 908, 369, 9095, 9 CLINTON, MARGARET, Sprouse, Female,
1111.0, 10467, New York, Bronx, 718, 325, 3437, 553 GUN HILL, MICHAEL, Row, Male,
1112.0, 85603, Arizona, Bisbee, 520, 366, 8490, 6 DESERT, DONNA, Paquette, Female,
1113.0, 27810, North Carolina, SIDNEY, 252, 944, 9858, 19 STROUD, MARVIN, Willis, Male,
1114.0, 93105, California, Santa Barbara, 805, 569, 5420, 59 FASANO, ALMA, Whiting, Female,
1115.0, 37643, Tennessee, STONEY CREEK, 423, 542, 0698, 7 PALMS, MARY, Buckland, Female,
1116.0, 08021, New Jersey, LAUREL SPRINGS, 609, 524, 7657, 78 COLLEGE, RITA, Davis, Female,
1117.0, 20707, Maryland, Laurel, 240, 568, 0915, 70 CANNFIELD, ANNE, Crawford, Female,
1118.0, 37601, Tennessee, Johnson City, 276, 206, 9284, 25 OSBORNE, SHANDA, Delcid, Female,
1119.0, 77062, Texas, HOUSTON, 281, 284, 7854, 15 LAUREL SHADOWS, MARY, Robinette, Female,
1120.0, 70115, Louisiana, New Orleans, 504, 894, 3395, 205 TCHOUPITOULAS, KENT, Sae, Male,
1121.0, 95691, California, West Sacramento, 916, 373, 4036, 23 COFFEEBERRY, PAUL, Trigg, Male,
1122.0, 48829, Michigan, EDMORE, 989, 427, 2677, 43 GILSON, JENNIE, Morris, Female,
1123.0, 21742, Maryland, Hagerstown, 301, 781, 1917, 50 MARSH, JAIME, Soliz, Male,
1124.0, 74959, Oklahoma, Spiro, 918, 962, 2747, 3 DAISY, ELIZABETH, Shaw, Female,
1125.0, 33624, Florida, Tampa, 727, 324, 5385, 45 CLUBSIDE, JAY, Sullivan, Male,
1126.0, 17070, Pennsylvania, New Cumberland, 717, 712, 0655, 41 1ST, WILLIAM, Hickey, Male,
1127.0, 48047, Michigan, New Baltimore, 586, 716, 1921, 30 ALEXANDRA, BERNICE, Cote, Female,
1128.0, 46385, Indiana, Valparaiso, 219, 617, 5174, 26 WILSHIRE, RAQUEL, House, Female,
1129.0, 77002, Texas, Houston, 281, 822, 4597, 92 FRANKLIN, NATASHA, Rogers, Female,
1130.0, 95204, California, Stockton, 209, 920, 0571, 58 ALDER, DOROTHY, Buehler, Female,
1131.0, 27870, North Carolina, ROANOKE RAPIDS, 252, 519, 0290, 9 BRANDYWOOD, FRANCES, Brown, Female,
1132.0, 89014, Nevada, HENDERSON, 702, 991, 8466, 124 SITTING BULL, IDA, Andrews, Female,
1133.0, 61032, Illinois, CEDARVILLE, 815, 852, 5030, 33 LAMM, MIGUEL, Reid, Male,
1134.0, 33441, Florida, Deerfield Beach, 954, 574, 6318, 188 15TH, PETER, Middlebrook, Male,
1135.0, 37148, Tennessee, Portland, 615, 325, 8604, 9 OLD WESTMORELAND, LISA, Sala, Female,
1136.0, 20002, District of Columbia, Washington, 202, 546, 8052, 162 PARK, MANUEL, Brakebill, Male,
1137.0, 74011, Oklahoma, BROKEN ARROW, 918, 355, 8628, 74 ROCHESTER, KATHLEEN, Jacobson, Female,
1138.0, 46383, Indiana, WHEELER, 219, 734, 6967, 39 NORTHFIELD, CRUZ, Ennis, Male,
1139.0, 33139, Florida, Miami, 305, 604, 4285, 484 10TH, BEATRICE, Jenkins, Female,
1140.0, 96797, Hawaii, WAIPAHU, 808, 341, 0572, 92 PUAMANO, BILL, Rice, Male,
1141.0, 27604, North Carolina, Raleigh, 919, 355, 2489, 1 MILLSTONE, JOHN, Negrete, Male,
1142.0, 76028, Texas, BURLESON, 817, 484, 5914, 5 DEMA, SANDRA, Cook, Female,
1143.0, 33868, Florida, POLK CITY, 813, 260, 4219, 30 SAYGE, RAYMOND, Decosta, Male,
1144.0, 44107, Ohio, LAKEWOOD, 216, 221, 5193, 159 FERNDALE, CLAIRE, White, Female,
1145.0, 90245, California, El Segundo, 310, 416, 4287, 147 WALNUT, VITO, Damiano, Male,
1146.0, 89104, Nevada, Las Vegas, 702, 207, 3299, 152 ALMOND TREE, ELIZABETH, Wilson, Female,
1147.0, 17921, Pennsylvania, ASHLAND, 570, 875, 5113, 33 LEIBY, JORGE, Rosenberger, Male,
1148.0, 87002, New Mexico, BELEN, 505, 861, 6421, 28 JACK, BART, Yeates, Male,
1149.0, 92398, California, YERMO, 760, 254, 9665, 382 GENERAL DELIVERY, BOBBY, Bailey, Male,
1150.0, 90278, California, Redondo Beach, 310, 793, 2634, 25 HAWKINS, ANGELA, Morales, Female,
